,School_Name,District,Latitude,Longitude,Address,Student_Attendance_Rate,Average_ELA_Proficiency,Average_Math_Proficiency,avg_math_ela,borough
697,P.S. 288 THE SHIRLEY TANYHILL,21,40.57427,-73.992477,"2950 W 25TH ST BROOKLYN, NY 11224",0.89,2.19,2.2,2.1950000000000003,3
698,I.S. 303 HERBERT S. EISENBERG,21,40.58241,-73.972436,"501 WEST AVE BROOKLYN, NY 11224",0.93,2.64,2.74,2.6900000000000004,3
699,P.S. 329 SURFSIDE,21,40.574839,-73.995807,"2929 W 30TH ST BROOKLYN, NY 11224",0.92,2.34,2.33,2.335,3
700,KINGSBOROUGH EARLY COLLEGE SCHOOL,21,40.593624,-73.986144,"2630 BENSON AVE BROOKLYN, NY 11214",0.93,2.61,2.65,2.63,3
701,BROOKLYN STUDIO SECONDARY SCHOOL,21,40.604847,-73.994746,"8310 21ST AVE BROOKLYN, NY 11214",0.95,2.77,2.67,2.7199999999999998,3
702,J.H.S. 014 SHELL BANK,22,40.593516,-73.938193,"2424 BATCHELDER ST BROOKLYN, NY 11235",0.92,2.32,2.41,2.365,3
703,P.S. 052 SHEEPSHEAD BAY,22,40.587404,-73.940251,"2675 E 29TH ST BROOKLYN, NY 11235",0.94,2.65,3.06,2.855,3
704,J.H.S. 078 ROY H. MANN,22,40.620767,-73.912988,"1420 E 68TH ST BROOKLYN, NY 11234",0.93,2.31,2.27,2.29,3
705,P.S. 109,22,40.636004,-73.933149,"1001 E 45TH ST BROOKLYN, NY 11210",0.93,2.32,2.2,2.26,3
706,P.S. 119 AMERSFORT,22,40.626035,-73.938787,"3829 AVE K BROOKLYN, NY 11210",0.96,2.43,2.5,2.465,3
707,P.S. K134,22,40.632284,-73.973274,"4001 18TH AVE BROOKLYN, NY 11218",0.96,2.81,3.24,3.0250000000000004,3
708,P.S. 139 ALEXINE A. FENTY,22,40.641322,-73.965829,"330 RUGBY RD BROOKLYN, NY 11226",0.95,2.39,2.67,2.5300000000000002,3
709,SCHOOL OF SCIENCE & TECHNOLOGY,22,40.632709,-73.95457,"725 E 23RD ST BROOKLYN, NY 11210",0.94,2.34,2.36,2.3499999999999996,3
710,P.S. 193 GIL HODGES,22,40.621852,-73.950283,"2515 AVE L BROOKLYN, NY 11210",0.95,2.69,2.8,2.745,3
711,P.S. 194 RAOUL WALLENBERG,22,40.597404,-73.934085,"3117 AVE W BROOKLYN, NY 11229",0.91,2.35,2.43,2.39,3
712,P.S. 195 MANHATTAN BEACH,22,40.580244,-73.943592,"131 IRWIN ST BROOKLYN, NY 11235",0.94,3.06,3.44,3.25,3
713,P.S. 197 - THE KINGS HIGHWAY ACADEMY,22,40.612571,-73.951555,"1599 E 22ND ST BROOKLYN, NY 11210",0.94,2.65,2.93,2.79,3
714,P.S. 198 BROOKLYN,22,40.636966,-73.937009,"4105 FARRAGUT RD BROOKLYN, NY 11210",0.93,2.46,2.45,2.455,3
715,P.S. 203 FLOYD BENNETT SCHOOL,22,40.621911,-73.925723,"5101 AVE M BROOKLYN, NY 11234",0.95,2.43,2.61,2.52,3
716,P.S. 206 JOSEPH F LAMB,22,40.597135,-73.948515,"2200 GRAVESEND NECK RD BROOKLYN, NY 11229",0.96,2.98,3.26,3.12,3
717,P.S. 207 ELIZABETH G. LEARY,22,40.613779,-73.930304,"4011 FILLMORE AVE BROOKLYN, NY 11234",0.96,2.91,2.99,2.95,3
718,P.S. 217 COLONEL DAVID MARCUS SCHOOL,22,40.633626,-73.966273,"1100 NEWKIRK AVE BROOKLYN, NY 11230",0.94,2.72,2.89,2.805,3
719,P.S. 222 KATHERINE R. SNYDER,22,40.613814,-73.938999,"3301 QUENTIN RD BROOKLYN, NY 11234",0.95,3.03,3.32,3.175,3
720,J.H.S. 234 ARTHUR W. CUNNINGHAM,22,40.604437,-73.955171,"1875 E 17TH ST BROOKLYN, NY 11229",0.96,3.09,3.32,3.205,3
721,P.S. 236 MILL BASIN,22,40.615756,-73.912375,"6302 AVE U BROOKLYN, NY 11234",0.95,3.12,3.38,3.25,3
722,ANDRIES HUDDE,22,40.623798,-73.946824,"2500 NOSTRAND AVE BROOKLYN, NY 11210",0.95,2.51,2.48,2.495,3
723,P.S. 245,22,40.644838,-73.962837,"249 E 17TH ST BROOKLYN, NY 11226",0.95,2.75,2.93,2.84,3
724,P.S. 251 PAERDEGAT,22,40.631331,-73.92384,"1037 E 54TH ST BROOKLYN, NY 11234",0.93,2.27,2.35,2.31,3
725,P.S. 254 DAG HAMMARSKJOLD,22,40.590901,-73.95149,"1801 AVE Y BROOKLYN, NY 11235",0.95,3.02,3.43,3.225,3
726,P.S. 255 BARBARA REING SCHOOL,22,40.604467,-73.956004,"1866 E 17TH ST BROOKLYN, NY 11229",0.96,2.76,3.21,2.985,3
727,P.S. 269 NOSTRAND,22,40.637617,-73.947663,"1957 NOSTRAND AVE BROOKLYN, NY 11210",0.94,2.09,2.06,2.075,3
728,P.S. 277 GERRITSEN BEACH,22,40.595878,-73.927963,"2529 GERRITSEN AVE BROOKLYN, NY 11229",0.95,2.97,3.12,3.045,3
729,J.H.S. 278 MARINE PARK,22,40.60667,-73.938716,"1925 STUART ST BROOKLYN, NY 11229",0.94,2.78,2.68,2.73,3
730,P.S. 312 BERGEN BEACH,22,40.622032,-73.909073,"7103 AVE T BROOKLYN, NY 11234",0.95,2.87,3.03,2.95,3
731,P.S. K315,22,40.632619,-73.954263,"2310 GLENWOOD RD BROOKLYN, NY 11210",0.94,2.42,2.41,2.415,3
732,I. S. 381,22,40.612571,-73.951555,"1599 E 22ND ST BROOKLYN, NY 11210",0.95,2.54,2.31,2.425,3
733,P.S. 041 FRANCIS WHITE,23,40.660182,-73.906873,"411 THATFORD AVE BROOKLYN, NY 11212",0.89,2.14,2.13,2.135,3
734,P.S./I.S. 137 RACHEL JEAN MITCHELL,23,40.682247,-73.916696,"121 SARATOGA AVE BROOKLYN, NY 11233",0.88,2.27,2.38,2.325,3
735,P.S. 150 CHRISTOPHER,23,40.668635,-73.905086,"364 SACKMAN ST BROOKLYN, NY 11212",0.92,1.97,2.02,1.995,3
736,P.S./ I.S. 155 NICHOLAS HERKIMER,23,40.677642,-73.908695,"1355 HERKIMER ST BROOKLYN, NY 11233",0.88,2.14,2.15,2.145,3
737,P.S. 156 WAVERLY,23,40.665297,-73.917884,"104 SUTTER AVE BROOKLYN, NY 11212",0.9,2.19,2.29,2.24,3
738,P.S. 165 IDA POSNER,23,40.657196,-73.910944,"76 LOTT AVE BROOKLYN, NY 11212",0.86,2.12,2.01,2.065,3
739,P.S. 178 SAINT CLAIR MCKELWAY,23,40.675234,-73.915306,"2163 DEAN ST BROOKLYN, NY 11233",0.89,2.26,2.31,2.285,3
740,P.S. 184 NEWPORT,23,40.660228,-73.904947,"273 NEWPORT ST BROOKLYN, NY 11212",0.88,2.17,2.21,2.19,3
741,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",23,40.666934,-73.90761,"213 OSBORN ST BROOKLYN, NY 11212",0.89,2.08,2.09,2.085,3
742,P.S. 298 DR. BETTY SHABAZZ,23,40.671012,-73.90774,"85 WATKINS ST BROOKLYN, NY 11212",0.89,1.97,1.97,1.97,3
743,P.S./I.S. 323,23,40.666247,-73.91127,"210 CHESTER ST BROOKLYN, NY 11212",0.9,2.32,2.25,2.285,3
744,P.S. 327 DR. ROSE B. ENGLISH,23,40.66798,-73.912085,"111 BRISTOL ST BROOKLYN, NY 11212",0.88,2.17,1.98,2.075,3
745,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,23,40.671012,-73.90774,"85 WATKINS ST BROOKLYN, NY 11212",0.87,2.07,1.98,2.025,3
746,I.S. 392,23,40.665297,-73.917884,"104 SUTTER AVE BROOKLYN, NY 11212",0.96,3.05,2.94,2.995,3
747,CHRISTOPHER AVENUE COMMUNITY SCHOOL,23,40.672333,-73.906225,"51 CHRISTOPHER AVE BROOKLYN, NY 11212",0.88,2.13,2.19,2.16,3
748,RIVERDALE AVENUE COMMUNITY SCHOOL,23,40.65997,-73.913616,"76 RIVERDALE AVE BROOKLYN, NY 11212",0.92,2.52,2.58,2.55,3
749,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),23,40.655763,-73.906685,"985 ROCKAWAY AVE BROOKLYN, NY 11212",0.94,2.51,2.32,2.415,3
750,MOTT HALL IV,23,40.678113,-73.915211,"1137 HERKIMER ST BROOKLYN, NY 11233",0.89,2.3,2.08,2.19,3
751,EAGLE ACADEMY FOR YOUNG MEN II,23,40.678113,-73.915211,"1137 HERKIMER ST BROOKLYN, NY 11233",0.92,2.27,2.3,2.285,3
752,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),23,40.680262,-73.91115,"251 MCDOUGAL ST BROOKLYN, NY 11233",0.92,2.09,1.96,2.025,3
753,RIVERDALE AVENUE MIDDLE SCHOOL,23,40.65997,-73.913616,"76 RIVERDALE AVE BROOKLYN, NY 11212",0.92,2.18,2.25,2.215,3
754,MOTT HALL BRIDGES ACADEMY,23,40.666247,-73.91127,"210 CHESTER ST BROOKLYN, NY 11212",0.92,2.26,2.35,2.3049999999999997,3
755,TEACHERS PREPARATORY HIGH SCHOOL,23,40.66553,-73.912061,"226 BRISTOL ST BROOKLYN, NY 11212",0.9,2.44,2.39,2.415,3
756,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,24,40.737757,-73.887429,"50-40 JACOBUS ST ELMHURST, NY 11373",0.96,2.84,2.99,2.915,5
757,P.S. 012 JAMES B. COLGATE,24,40.742305,-73.89349,"42-00 72ND ST WOODSIDE, NY 11377",0.97,2.83,3.24,3.035,5
758,P.S. 013 CLEMENT C. MOORE,24,40.73728,-73.867964,"55-01 94TH ST ELMHURST, NY 11373",0.96,2.63,2.89,2.76,5
759,P.S. 014 FAIRVIEW,24,40.740917,-73.854302,"107-01 OTIS AVE CORONA, NY 11368",0.95,2.33,2.51,2.42,5
760,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,24,40.749035,-73.861247,"41-15 104TH ST CORONA, NY 11368",0.96,2.47,2.79,2.63,5
761,P.S. 019 MARINO JEANTET,24,40.749371,-73.86745,"98-02 ROOSEVELT AVE CORONA, NY 11368",0.96,2.47,2.69,2.58,5
762,P.S. 049 DOROTHY BONAWIT KOLE,24,40.719517,-73.875034,"63-60 80TH ST MIDDLE VILLAGE, NY 11379",0.96,2.97,3.09,3.0300000000000002,5
763,P.S. 58 - THE SCHOOL OF HEROES,24,40.72851,-73.890603,"72-24 GRAND AVE MASPETH, NY 11378",0.95,2.92,3.04,2.98,5
764,I.S. 061 LEONARDO DA VINCI,24,40.742087,-73.862808,"98-50 50TH AVE CORONA, NY 11368",0.95,2.37,2.43,2.4000000000000004,5
765,P.S. 068 CAMBRIDGE,24,40.696839,-73.897308,"59-09 ST FELIX AVE RIDGEWOOD, NY 11385",0.94,2.43,2.59,2.51,5
766,P.S. 071 FOREST,24,40.7114,-73.904763,"62-85 FOREST AVE RIDGEWOOD, NY 11385",0.93,2.56,2.94,2.75,5
767,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,24,40.728596,-73.893296,"70-02 54TH AVE MASPETH, NY 11378",0.95,2.7,2.94,2.8200000000000003,5
768,I.S. 077,24,40.699269,-73.901988,"976 SENECA AVE RIDGEWOOD, NY 11385",0.93,2.32,2.36,2.34,5
769,P.S. 81Q JEAN PAUL RICHTER,24,40.703852,-73.911939,"559 CYPRESS AVE GLENDALE, NY 11385",0.96,2.43,2.74,2.585,5
770,P.S./I.S. 087 MIDDLE VILLAGE,24,40.711906,-73.871298,"67-54 80TH ST MIDDLE VILLAGE, NY 11379",0.92,2.7,2.72,2.71,5
771,P.S. 088 SENECA,24,40.7041,-73.89641,"60-85 CATALPA AVE RIDGEWOOD, NY 11385",0.94,2.53,2.74,2.635,5
772,P.S. 089 ELMHURST,24,40.745942,-73.879623,"85-28 BRITTON AVE ELMHURST, NY 11373",0.96,2.72,2.89,2.805,5
773,P.S. 091 RICHARD ARKWRIGHT,24,40.703479,-73.883974,"68-10 CENTRAL AVE GLENDALE, NY 11385",0.93,2.57,2.73,2.65,5
774,I.S. 093 RIDGEWOOD,24,40.705855,-73.902827,"66-56 FOREST AVE RIDGEWOOD, NY 11385",0.95,2.54,2.59,2.565,5
775,P.S. 102 BAYVIEW,24,40.73342,-73.87775,"55-24 VAN HORN ST ELMHURST, NY 11373",0.96,2.85,2.98,2.915,5
776,P.S./I.S. 113 ANTHONY J. PRANZO,24,40.705243,-73.861935,"78-23 87TH ST GLENDALE, NY 11385",0.96,2.89,3.13,3.01,5
777,I.S. 119 THE GLENDALE,24,40.705198,-73.875033,"74-01 78TH AVE GLENDALE, NY 11385",0.95,3.13,3.38,3.255,5
778,I.S. 125 THOM J. MCCANN WOODSIDE,24,40.741091,-73.918649,"46-02 47TH AVE WOODSIDE, NY 11377",0.96,2.65,2.96,2.8049999999999997,5
779,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",24,40.715009,-73.886225,"69-10 65TH DR MIDDLE VILLAGE, NY 11379",0.96,3.08,3.23,3.1550000000000002,5
780,P.S. 143 LOUIS ARMSTRONG,24,40.755182,-73.855476,"34-74 113TH ST CORONA, NY 11368",0.95,2.16,2.42,2.29,5
781,P.S. 153 MASPETH ELEM,24,40.716288,-73.904467,"60-02 60TH LN MASPETH, NY 11378",0.95,2.87,3.13,3.0,5
782,P.S. 199 MAURICE A. FITZGERALD,24,40.739982,-73.926377,"39-20 48TH AVE LONG ISLAND CITY, NY 11104",0.95,2.63,2.78,2.705,5
783,P.S. 229 EMANUEL KAPLAN,24,40.734493,-73.897209,"67-25 51ST RD WOODSIDE, NY 11377",0.96,2.99,3.18,3.085,5
784,P.S. 239,24,40.69943,-73.903833,"17-15 WEIRFIELD ST RIDGEWOOD, NY 11385",0.94,2.37,2.53,2.45,5
785,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,24,40.712656,-73.908184,"55-20 METROPOLITAN AVE RIDGEWOOD, NY 11385",0.95,2.95,3.22,3.085,5
786,PIONEER ACADEMY,24,40.749323,-73.865657,"40-20 100TH ST CORONA, NY 11368",0.97,2.42,2.61,2.5149999999999997,5
787,CORONA ARTS AND SCIENCES ACADEMY,24,40.743204,-73.871482,"45-10 94TH ST ELMHURST, NY 11373",0.98,2.47,2.54,2.505,5
788,P.S. 330,24,40.757821,-73.859123,"110-08 NORTHERN BLVD CORONA, NY 11368",0.95,2.3,2.62,2.46,5
789,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",24,40.742708,-73.936328,"47-07 30TH PL LONG ISLAND CITY, NY 11101",0.96,3.21,3.28,3.245,5
790,THE 51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE),24,40.737207,-73.887005,"76-05 51ST AVE ELMHURST, NY 11373",0.98,2.84,3.25,3.045,5
791,P.S. 020 JOHN BOWNE,25,40.758365,-73.824407,"142-30 BARCLAY AVE FLUSHING, NY 11355",0.97,2.66,3.28,2.9699999999999998,5
792,P.S. 021 EDWARD HART,25,40.774168,-73.818543,"147-36 26TH AVE FLUSHING, NY 11354",0.96,2.96,3.28,3.12,5
793,P.S. 022 THOMAS JEFFERSON,25,40.761748,-73.811379,"153-33 SANFORD AVE FLUSHING, NY 11355",0.97,2.83,3.34,3.085,5
794,P.S. 024 ANDREW JACKSON,25,40.751762,-73.81778,"141-11 HOLLY AVE FLUSHING, NY 11355",0.97,2.83,3.41,3.12,5
795,I.S. 025 ADRIEN BLOCK,25,40.765017,-73.789689,"34-65 192ND ST FLUSHING, NY 11358",0.97,2.95,3.23,3.09,5
796,P.S. 029 QUEENS,25,40.777987,-73.842975,"125-10 23RD AVE COLLEGE POINT, NY 11356",0.95,2.55,2.81,2.6799999999999997,5
797,P.S. 032 STATE STREET,25,40.76501,-73.794319,"171-11 35TH AVE FLUSHING, NY 11358",0.97,3.08,3.58,3.33,5
798,P.S. 079 FRANCIS LEWIS,25,40.785959,-73.817349,"147-27 15TH DR WHITESTONE, NY 11357",0.96,3.0,3.4,3.2,5
799,P.S. 107 THOMAS A DOOLEY,25,40.755444,-73.799406,"167-02 45TH AVE FLUSHING, NY 11358",0.96,2.71,3.16,2.935,5
800,P.S. 120 QUEENS,25,40.745218,-73.828746,"58-01 136TH ST FLUSHING, NY 11355",0.97,2.71,3.27,2.99,5
801,P.S. 129 PATRICIA LARKIN,25,40.789929,-73.839501,"128-02 7TH AVE COLLEGE POINT, NY 11356",0.94,2.95,3.3,3.125,5
802,P.S. 154 QUEENS,25,40.726437,-73.807592,"75-02 162ND ST FLUSHING, NY 11366",0.95,2.63,2.93,2.7800000000000002,5
803,P.S. 163 FLUSHING HEIGHTS,25,40.741093,-73.808757,"159-01 59TH AVE FLUSHING, NY 11365",0.97,2.87,3.35,3.1100000000000003,5
804,P.S. 164 QUEENS VALLEY,25,40.721159,-73.823164,"138-01 77TH AVE FLUSHING, NY 11367",0.95,2.95,3.24,3.095,5
805,P.S. 165 EDITH K. BERGTRAUM,25,40.729597,-73.817716,"70-35 150TH ST FLUSHING, NY 11367",0.95,2.78,3.11,2.945,5
806,P.S. 169 BAY TERRACE,25,40.782346,-73.77844,"18-25 212TH ST BAYSIDE, NY 11360",0.95,2.9,3.12,3.01,5
807,P.S. 184 FLUSHING MANOR,25,40.778164,-73.799841,"163-15 21ST RD WHITESTONE, NY 11357",0.97,2.94,3.27,3.105,5
808,J.H.S. 185 EDWARD BLEEKER,25,40.775122,-73.8185,"147-26 25TH DR FLUSHING, NY 11354",0.96,2.92,3.29,3.105,5
809,J.H.S. 189 DANIEL CARTER BEARD,25,40.760344,-73.817909,"144-80 BARCLAY AVE FLUSHING, NY 11355",0.97,2.64,2.98,2.81,5
810,P.S. 193 ALFRED J. KENNEDY,25,40.792326,-73.809516,"152-20 11TH AVE WHITESTONE, NY 11357",0.95,2.83,3.22,3.0250000000000004,5
811,J.H.S. 194 WILLIAM CARR,25,40.78322,-73.806977,"154-60 17TH AVE WHITESTONE, NY 11357",0.95,2.87,3.07,2.9699999999999998,5
812,P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,25,40.73106,-73.805449,"70-10 164TH ST FLUSHING, NY 11365",0.94,2.66,2.61,2.635,5
813,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,25,40.736521,-73.813001,"65-11 155TH ST FLUSHING, NY 11367",0.92,2.56,2.72,2.64,5
814,P.S. 209 CLEARVIEW GARDENS,25,40.783714,-73.795027,"16-10 UTOPIA PKWY WHITESTONE, NY 11357",0.97,3.13,3.53,3.33,5
815,P.S. 214 CADWALLADER COLDEN,25,40.770194,-73.82762,"31-15 140TH ST FLUSHING, NY 11354",0.96,2.82,3.09,2.955,5
816,P.S. 219 PAUL KLAPPER,25,40.735855,-73.823583,"144-39 GRAVETT RD FLUSHING, NY 11367",0.96,2.71,2.97,2.84,5
817,I.S. 237,25,40.749539,-73.821454,"46-21 COLDEN ST FLUSHING, NY 11355",0.96,2.72,3.22,2.97,5
818,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,25,40.724191,-73.80937,"158-40 76TH RD FLUSHING, NY 11366",0.92,2.4,2.44,2.42,5
819,"QUEENS SCHOOL OF INQUIRY, THE",25,40.724191,-73.80937,"158-40 76TH RD FLUSHING, NY 11366",0.96,2.8,2.8,2.8,5
820,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,25,40.749539,-73.821454,"46-21 COLDEN ST FLUSHING, NY 11355",0.98,2.96,3.39,3.175,5
821,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,25,40.765017,-73.789689,"34-65 192ND ST FLUSHING, NY 11358",0.95,2.84,2.87,2.855,5
822,BELL ACADEMY,25,40.782346,-73.77844,"18-25 212TH ST BAYSIDE, NY 11360",0.95,3.07,3.16,3.115,5
823,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",25,40.738332,-73.82028,"148-20 REEVES AVE FLUSHING, NY 11367",0.97,3.12,3.38,3.25,5
824,P.S. 018 WINCHESTER,26,40.732107,-73.732064,"86-35 235TH CT QUEENS VILLAGE, NY 11427",0.96,2.87,3.29,3.08,5
825,P.S. 026 RUFUS KING,26,40.736575,-73.778081,"195-02 69TH AVE FLUSHING, NY 11365",0.96,3.05,3.25,3.15,5
826,P.S. 031 BAYSIDE,26,40.757631,-73.769148,"211-45 46TH RD BAYSIDE, NY 11361",0.96,2.97,3.39,3.18,5
827,P.S. 041 CROCHERON,26,40.770056,-73.771085,"214-43 35TH AVE BAYSIDE, NY 11361",0.97,3.1,3.54,3.3200000000000003,5
828,P.S. 046 ALLEY POND,26,40.764889,-73.764926,"64-45 218TH ST BAYSIDE, NY 11361",0.97,3.03,3.56,3.295,5
829,J.H.S. 067 LOUIS PASTEUR,26,40.762437,-73.734426,"51-60 MARATHON PKWY LITTLE NECK, NY 11362",0.98,3.27,3.66,3.465,5
830,J.H.S. 074 NATHANIEL HAWTHORNE,26,40.758543,-73.77397,"61-15 OCEANIA ST BAYSIDE, NY 11361",0.98,3.29,3.58,3.435,5
831,P.S. 094 DAVID D. PORTER,26,40.771304,-73.738765,"41-77 LITTLE NECK PKWY LITTLE NECK, NY 11363",0.97,3.02,3.35,3.185,5
832,P.S. 098 THE DOUGLASTON SCHOOL,26,40.76913,-73.749839,"40-20 235TH ST DOUGLASTON, NY 11363",0.96,3.27,3.51,3.3899999999999997,5
833,THE JAMES J. AMBROSE SCHOOL,26,40.743857,-73.709297,"80-51 261ST ST FLORAL PARK, NY 11004",0.96,3.26,3.64,3.45,5
834,P.S. 133 QUEENS,26,40.731728,-73.717947,"248-05 86TH AVE BELLEROSE, NY 11426",0.96,3.12,3.5,3.31,5
835,M.S. 158 MARIE CURIE,26,40.756375,-73.77232,"46-35 OCEANIA ST BAYSIDE, NY 11361",0.97,3.15,3.46,3.3049999999999997,5
836,P.S. 159,26,40.770092,-73.783977,"205-01 33RD AVE BAYSIDE, NY 11361",0.97,3.17,3.48,3.325,5
837,P.S. 162 JOHN GOLDEN,26,40.748394,-73.776565,"201-02 53RD AVE BAYSIDE, NY 11361",0.97,2.98,3.55,3.2649999999999997,5
838,IRWIN ALTMAN MIDDLE SCHOOL 172,26,40.742067,-73.713022,"81-14 257TH ST FLORAL PARK, NY 11004",0.97,2.96,3.08,3.02,5
839,P.S. 173 FRESH MEADOWS,26,40.734087,-73.795283,"174-10 67TH AVE FLUSHING, NY 11365",0.97,3.0,3.49,3.245,5
840,P.S./ IS 178 HOLLISWOOD,26,40.724401,-73.777475,"189-10 RADNOR RD JAMAICA, NY 11423",0.96,2.86,3.28,3.07,5
841,P.S. 186 CASTLEWOOD,26,40.749967,-73.721714,"252-12 72ND AVE BELLEROSE, NY 11426",0.96,3.14,3.38,3.26,5
842,P.S. 188 KINGSBURY,26,40.735064,-73.751895,"218-12 HARTLAND AVE FLUSHING, NY 11364",0.97,3.46,3.84,3.65,5
843,P.S. 191 MAYFLOWER,26,40.734222,-73.70892,"85-15 258TH ST FLORAL PARK, NY 11001",0.97,2.99,3.2,3.095,5
844,P.S. 203 OAKLAND GARDENS,26,40.753563,-73.759991,"53-11 SPRNGFLD BLVD BAYSIDE, NY 11361",0.97,3.45,3.83,3.64,5
845,P.S. 205 ALEXANDER GRAHAM BELL,26,40.764001,-73.771162,"75-25 BELL BLVD BAYSIDE, NY 11361",0.97,3.32,3.73,3.525,5
846,P.S. 213 THE CARL ULLMAN SCHOOL,26,40.747524,-73.745381,"231-02 67TH AVE BAYSIDE, NY 11361",0.97,3.02,3.4,3.21,5
847,J.H.S. 216 GEORGE J. RYAN,26,40.73726,-73.794463,"64-20 175TH ST FLUSHING, NY 11365",0.97,3.1,3.41,3.255,5
848,P.S. 221 THE NORTH HILLS SCHOOL,26,40.758641,-73.73135,"57-40 MARATHON PKWY LITTLE NECK, NY 11362",0.97,3.14,3.65,3.395,5
849,P.S./I.S. 266,26,40.746011,-73.728385,"74-10 COMMONWEALTH BLVD BELLEROSE, NY 11426",0.97,3.07,3.33,3.2,5
850,P.S./M.S 042 R. VERNAM,27,40.594435,-73.794945,"488 BEACH 66TH ST ARVERNE, NY 11692",0.88,2.03,1.99,2.01,5
851,P.S. 043,27,40.594019,-73.761378,"160 BEACH 29TH ST FAR ROCKAWAY, NY 11691",0.91,2.24,2.31,2.2750000000000004,5
852,P.S. 045 CLARENCE WITHERSPOON,27,40.672298,-73.788265,"126-28 150TH ST SOUTH OZONE PARK, NY 11436",0.93,2.33,2.48,2.4050000000000002,5
853,P.S. 047 CHRIS GALAS,27,40.606725,-73.820179,"9 POWER RD BROAD CHANNEL, NY 11693",0.94,2.97,3.21,3.09,5
854,M.S. 053 BRIAN PICCOLO,27,40.603951,-73.749868,"10-45 NAMEOKE ST FAR ROCKAWAY, NY 11691",0.9,2.14,2.03,2.085,5
855,P.S. 056 HARRY EICHLER,27,40.699106,-73.835471,"86-10 114TH ST RICHMOND HILL, NY 11418",0.95,2.58,2.82,2.7,5
856,P.S. 060 WOODHAVEN,27,40.691436,-73.85279,"91-02 88TH AVE WOODHAVEN, NY 11421",0.94,2.68,3.17,2.925,5
857,P. S. 62 - CHESTER PARK SCHOOL,27,40.688366,-73.835594,"97-25 108TH ST SOUTH RICHMOND HILL, NY 11419",0.95,2.59,2.71,2.65,5
858,P.S. 063 OLD SOUTH,27,40.676903,-73.84656,"90-15 SUTTER AVE OZONE PARK, NY 11417",0.94,2.59,2.98,2.785,5
859,P.S. 064 JOSEPH P. ADDABBO,27,40.681153,-73.857012,"82-01 101ST AVE OZONE PARK, NY 11416",0.95,2.63,2.8,2.715,5
860,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,27,40.682272,-73.841648,"103-22 99TH ST OZONE PARK, NY 11417",0.93,2.55,2.8,2.675,5
861,P.S. 066 JACQUELINE KENNEDY ONASSIS,27,40.697913,-73.84631,"85-11 102ND ST RICHMOND HILL, NY 11418",0.94,2.77,2.98,2.875,5
862,P.S. 090 HORACE MANN,27,40.696715,-73.839267,"86-50 109TH ST RICHMOND HILL, NY 11418",0.94,2.59,2.87,2.73,5
863,P.S. 096,27,40.675357,-73.808131,"130-01 ROCKAWAY BLVD SOUTH OZONE PARK, NY 11420",0.94,2.6,2.93,2.765,5
864,P.S. 097 FOREST PARK,27,40.694215,-73.860039,"85-52 85TH ST WOODHAVEN, NY 11421",0.94,2.64,2.92,2.7800000000000002,5
865,P.S. 100 GLEN MORRIS,27,40.672256,-73.821316,"111-11 118TH ST SOUTH OZONE PARK, NY 11420",0.95,2.63,3.04,2.835,5
866,P.S. 104 THE BAYS WATER,27,40.608307,-73.76471,"26-01 MOTT AVE FAR ROCKAWAY, NY 11691",0.92,2.19,2.35,2.27,5
867,P.S. 105 THE BAY SCHOOL,27,40.595904,-73.781257,"420 BEACH 51ST ST FAR ROCKAWAY, NY 11691",0.91,2.21,2.22,2.215,5
868,LIGHTHOUSE ELEMENTARY SCHOOL,27,40.594681,-73.767108,"180 BEACH 35TH ST FAR ROCKAWAY, NY 11691",0.9,2.01,2.11,2.0599999999999996,5
869,P.S. 108 CAPTAIN VINCENT G. FOWLER,27,40.67922,-73.83106,"108-10 109TH AVE SOUTH OZONE PARK, NY 11420",0.95,2.89,3.03,2.96,5
870,P.S./M.S. 114 BELLE HARBOR,27,40.578277,-73.854294,"134-01 CRONSTON AVE ROCKAWAY PARK, NY 11694",0.94,2.99,3.13,3.06,5
